Age(yr),LOM (g/cm2),ROM_cellulose (g/cm2),ROM_lignin(g/cm2),ROM (g/cm2),dt (cm),db (cm),rt (g/cm2),frp (g/cm2),TOM (g/cm2),wi_t (g/cm2),V(cm3),db_corr (cm),BD (g/cm3),AFDW or OM %,OC Density (mg/cm3),C_Seq (g/m2/yr),OM Density (mg/cm3),Inorganic Matter(%),Inorganic Matter Density (mg/cc),Necro_Mass (Mg/ha),LOM_A (g/cm2),ROM_A_cell (g/cm2),ROM_A_lig(g/cm2),ROM_A (g/cm2),LOM_Nr (g/cm2),ROM_Nr (g/cm2),Cumulative Nr (Mg/ha),Vol cont to cohort from litter,Vol cont to cohort from live root,Vol cont to cohort from necro root,Vol cont to cohort from inorganic,Vol cont % to cohort from litter,Vol cont % to cohort from live root,Vol cont %to cohort from necro root,Vol cont % to cohort from inorganic
30,1.0446168428919745e-05,0.06799498869268313,0.14059034156988215,0.20858533026256526,115.31444749404969,119.28422475184423,0.0,0.0,0.20859577643099417,0.40968,3.969777257794552,119.28422475184423,0.1557457097163391,33.73830649408849,22.187766326088425,880.804901625655,52.54596489549184,66.26169350591151,103.19974482084726,20.859577643099417,8.841965063646892e-08,0.0,0.009115629086364752,0.009115629086364752,1.0357748778283276e-05,0.1994697011762005,554.0356620960432,0.16448425669461184,0.0,3.5994236543662717,0.20586934673366833,4.143412741146909,0.0,90.67067043368489,5.185916825168197
31,6.581086110219439e-06,0.06725384331593288,0.1400420392377596,0.20729588255369247,119.28422475184423,123.23066543816293,0.0,0.0,0.20730246363980268,0.40968,3.946440686318704,123.23066543816294,0.15633896786507437,33.59940936033262,22.170041890179746,874.927553327955,52.528969802705205,66.40059063966737,103.80999806236915,20.730246363980267,5.570437990097542e-08,0.0,0.00908007813292793,0.00908007813292793,6.525381730318464e-06,0.19821580442076453,573.8578950762927,0.16384218400050216,0.0,3.576729155584534,0.20586934673366833,4.151644406274771,0.0,90.63177277652075,5.216582817204487
32,4.146084249438247e-06,0.06652077642378922,0.13949587528473234,0.20601665170852157,123.23066543816293,127.15397971078565,0.0,0.0,0.20602079779277102,0.40968,3.9233142726227164,127.15397971078565,0.15693384598047447,33.461187403254314,22.152313538219286,869.104878761092,52.511928302661055,66.53881259674569,104.42191767781341,20.6020797792771,3.509375933761452e-08,0.0,0.00904466582820951,0.00904466582820951,4.110990490100633e-06,0.19697198588031206,593.5555047633729,0.16320283150430978,0.0,3.554242094384738,0.20586934673366833,4.159820502862991,0.0,90.59284695051322,5.2473325466237934
33,2.6120330771460956e-06,0.06579569996076991,0.13895184137112188,0.20474754133189177,127.15397971078565,131.05436644050323,0.0,0.0,0.2047501533649689,0.40968,3.9003867297175896,131.05436644050323,0.15753057220801753,33.32358482793214,22.134574353626654,863.3340007683252,52.494833859665604,66.67641517206786,105.03573834835191,20.47501533649689,2.2109068382697147e-08,0.0,0.009009391631479492,0.009009391631479492,2.5899240087633984e-06,0.19573814970041228,613.1295787258151,0.162566108634931,0.0,3.5319512743489905,0.20586934673366833,4.167948459990318,0.0,90.55387373355985,5.278177806449835
34,1.6455808386020402e-06,0.06507852683119751,0.1384099291897745,0.203488456020972,131.05436644050323,134.93201676164705,0.0,0.0,0.20349010160181058,0.40968,3.8776503211438196,134.93201676164705,0.1581292924373179,33.18656618615694,22.1168199232511,857.6129387807463,52.47768229441217,66.81343381384306,105.65161014290574,20.34901016018106,1.3928713081099202e-08,0.0,0.008974255004116723,0.008974255004116723,1.631652125520941e-06,0.19451420101685526,632.5811619927132,0.16193195476055222,0.0,3.5098490196495993,0.20586934673366833,4.176032941329943,0.0,90.51484092083561,5.3091261378344585
35,1.0367159283192854e-06,0.06436917088873746,0.13787013046593438,0.20223930135467183,134.93201676164705,138.78711631535654,0.0,0.0,0.20224033807060016,0.40968,3.8550995537094925,138.78711631535654,0.15873010010384608,33.050108892975985,22.099047425652845,851.9402786803921,52.460470930250914,66.94989110702402,106.26962917359516,20.224033807060017,8.775089241092498e-09,0.0,0.008939255409600668,0.008939255409600668,1.027940839078193e-06,0.19330004594507116,651.9112693813042,0.16130032812504347,0.0,3.4879298788507804,0.20586934673366833,4.184076853990332,0.0,90.47574077547723,5.34018237053242
36,6.531310348411497e-07,0.06366754692605023,0.13733243695711725,0.20099998388316748,138.78711631535654,142.6198466692032,0.0,0.0,0.20100063701420232,0.40968,3.832730353846666,142.6198466692032,0.15933305519426913,32.9141984912038,22.081255051232255,846.31496485888,52.44319804874104,67.08580150879621,106.88985714552811,20.100063701420233,5.5283062218882735e-09,0.0,0.008904392313503226,0.008904392313503226,6.476027286192614e-07,0.19209559156966424,671.1208932985436,0.160671198877832,0.0,3.4661898082351654,0.20586934673366833,4.192081989712023,0.0,90.43656840498505,5.371349605302926
37,4.114725519499243e-07,0.06297357066455628,0.1367968404529845,0.19977041111754076,142.6198466692032,146.4303862178512,0.0,0.0,0.1997708225900927,0.40968,3.8105395486480083,146.4303862178512,0.15993819636548057,32.77882565505298,22.063441633449802,840.7361692354718,52.425862542477155,67.22117434494703,107.51233382300343,19.977082259009272,3.4828329197896122e-09,0.0,0.008869665183480563,0.008869665183480563,4.079897190301347e-07,0.1909007459340602,690.2110086909214,0.1600445446826684,0.0,3.4446256572316716,0.20586934673366833,4.200049432355392,0.0,90.3973207272927,5.402629840351912
38,2.592277077284523e-07,0.062287158744312614,0.13626333277521785,0.19855049151953047,146.4303862178512,150.21891075670393,0.0,0.0,0.19855075074723819,0.40968,3.788524538852726,150.21891075670393,0.16054554867194495,32.643984294334,22.045606414305368,835.2032087448495,52.40846369372205,67.35601570566601,108.13708497822292,19.855075074723818,2.1941847394674557e-09,0.0,0.008835073489264988,0.008835073489264988,2.5703352298898485e-07,0.18971541803026548,709.1825761973002,0.1594203479510958,0.0,3.4232348441679625,0.20586934673366833,4.207979816843759,0.0,90.35799581239128,5.43402437076497
39,1.6331345586892497e-07,0.061608228713999603,0.1357319057773945,0.1973401344913941,150.21891075670393,153.9855938494652,0.0,0.0,0.19734029780484996,0.40968,3.766683092761275,153.9855938494652,0.16115512849260097,32.50967035509125,22.027748895207107,829.7154933516733,52.39100103326831,67.49032964490874,108.76412745933263,19.734029780484995,1.3823363858644971e-09,0.0,0.008800616702656855,0.008800616702656855,1.6193111948306049e-07,0.18853951778873723,728.036544169286,0.15879859409948108,0.0,3.4020151519281256,0.20586934673366833,4.2158734937021,0.0,90.31859246311537,5.4655340431825365
