Age(yr),LOM (g/cm2),ROM_cellulose (g/cm2),ROM_lignin(g/cm2),ROM (g/cm2),dt (cm),db (cm),rt (g/cm2),frp (g/cm2),TOM (g/cm2),wi_t (g/cm2),V(cm3),db_corr (cm),BD (g/cm3),AFDW or OM %,OC Density (mg/cm3),C_Seq (g/m2/yr),OM Density (mg/cm3),Inorganic Matter(%),Inorganic Matter Density (mg/cc),Necro_Mass (Mg/ha),LOM_A (g/cm2),ROM_A_cell (g/cm2),ROM_A_lig(g/cm2),ROM_A (g/cm2),LOM_Nr (g/cm2),ROM_Nr (g/cm2),Cumulative Nr (Mg/ha),Vol cont to cohort from litter,Vol cont to cohort from live root,Vol cont to cohort from necro root,Vol cont to cohort from inorganic,Vol cont % to cohort from litter,Vol cont % to cohort from live root,Vol cont %to cohort from necro root,Vol cont % to cohort from inorganic
30,0.0007304892392543251,0.005575880533677565,0.01854787255718414,0.024123753090861705,10.003965647762072,10.360142853268037,0.001353640283629268,0.000785693429826936,0.02616727340523642,0.09617060920850887,0.3561772146564808,10.360142862418552,0.34347475801262517,21.389346330158236,29.344655578478402,104.5189768899617,73.46700554799332,78.61065366984177,270.00775246463184,2.485424233011603,6.145519546458249e-07,0.0,0.00784061144062817,0.00784061144062817,0.0007298746872996792,0.016283141650233535,31.431621328761945,0.09224971755979784,0.015447424413181055,0.2001531333827437,0.04832693930075822,25.89994917242787,4.337005225918087,56.19481683458716,13.568228767066893
31,0.0007318886697352959,0.005711526793317213,0.018813384029036703,0.024524910822353915,10.360142853268037,10.721069593332798,0.0013548276111438747,0.0007863825903362392,0.026570982274898767,0.0961706448283343,0.36092674866956526,10.721069601937602,0.3400735123004291,21.64789802937106,29.452244637071033,106.30102897878669,73.61876716769753,78.35210197062894,266.45474513273155,2.525679949208921,4.240408487056192e-07,0.0,0.00781003305600972,0.00781003305600972,0.0007314646288865902,0.016714877766344192,33.17625556828502,0.0918877305512756,0.015460973915406568,0.20525108700271508,0.04832695720016799,25.458830881886342,4.283687471875729,56.86779596117605,13.389685685061865
32,0.0007330541333148635,0.005845866798854116,0.019078156345168042,0.02492402314402216,10.721069593332798,11.086712434827767,0.0013554358715983207,0.0007867356429518133,0.026971850072787393,0.09617066307614794,0.365642849579187,11.086712442911985,0.3367835944027302,21.90295567556442,29.556638624268697,108.07173570559861,73.76556140460266,78.09704432443559,263.0180329981276,2.5657077277337024,2.925881856068773e-07,0.0,0.007779573927091283,0.007779573927091283,0.0007327615451292566,0.017144449216930875,34.963976644491034,0.0915278413561987,0.015467915240592598,0.21032012661247212,0.04832696636992359,25.03203370762938,4.230334398278099,57.52064531127204,13.216986582820471
33,0.0007339606884432816,0.0059788307614845595,0.019342047861891167,0.025320878623375728,11.086712434827767,11.457035181185839,0.0013554665905235997,0.0007867534731376129,0.0273696419046269,0.0961706639977157,0.3703227539462806,11.457035188774048,0.33360171522234705,22.154422967239803,29.657918825595438,109.83002175809762,73.90753501632558,77.84557703276019,259.69418020602143,2.605483931181901,2.0188584806874532e-07,0.0,0.007749233588775627,0.007749233588775627,0.0007337588025952129,0.0175716450346001,36.794517028210564,0.09116982911321994,0.0154682657977399,0.2153576922022978,0.04832696683302297,24.619018988621242,4.176968774644547,58.1540534324115,13.049958804322708
34,0.000734591382235772,0.006110349874468781,0.01960491786867897,0.02571526774314775,11.457035181185839,11.831999004253493,0.0013549226355304964,0.0007864377453409661,0.027764134081848104,0.09617064767906591,0.37496383018385054,11.831999011369689,0.3305246314028399,22.40221323454513,29.756165941021244,111.57485952831546,74.04483271955851,77.59778676545487,256.4797986832814,2.644985912538352,1.3930123516743426e-07,0.0,0.007719011577779402,0.007719011577779402,0.0007344520810006046,0.01799625616536835,38.66758785284746,0.09081353975311257,0.015462058311348016,0.22036127348669357,0.04832695863269644,24.21927995257177,4.12361328391774,58.768674668873274,12.888432094637233
35,0.000734934999891563,0.006240356497172314,0.019866626919487734,0.026106983416660047,11.831999004253493,12.211562554185699,0.0013538080812857713,0.0007857908246207003,0.028155112255398806,0.09617061424243857,0.3795635565997688,12.211562560853261,0.32754916623603303,22.64624792350484,29.85145942844193,113.30526110353102,74.17759625718504,77.35375207649516,253.371569978848,2.684191841655161,9.611785226552964e-08,0.0,0.007688907432626063,0.007688907432626063,0.0007348388820392975,0.018418075984033985,40.58287933945479,0.09045886529974503,0.015449339280555271,0.22532841018909744,0.04832694183037114,23.8323368318338,4.0702904722873186,59.365132998449376,12.732239697429522
36,0.0007349844890651816,0.00636878431750831,0.020127037129088633,0.026495821446596943,12.211562554185699,12.595682055029574,0.0013521281069672772,0.0007848157171270167,0.028542370199420384,0.09617056384320902,0.3841195070855414,12.59568206127124,0.324672222425966,22.886455537694292,29.943877094142177,115.02027309631934,74.30596382876263,77.11354446230571,250.36625859720337,2.7230805935662126,6.632131806321545e-08,0.0,0.007658920693638821,0.007658920693638821,0.0007349181677471184,0.018836900752958123,42.540061231525314,0.09010572958772804,0.01543016780892069,0.23025669318476755,0.048326916504125135,23.45773331622598,4.017022703688015,59.944024955100915,12.581219024985105
37,0.0007347358554218102,0.0064955684977292235,0.020386012442649804,0.026881580940379027,12.595682055029574,12.984311391276869,0.001349888915361549,0.0007835160231433038,0.02892570904370154,0.09617049666746084,0.38862934208513294,12.984311397114707,0.3218907894086873,23.122770894018,30.033494848914284,116.71897343650802,74.43006976391672,76.877229105982,247.4607196447706,2.7616316795800837,4.576170946361866e-08,0.0,0.00762905090293363,0.00762905090293363,0.0007346900937123467,0.019252530037445398,44.53878324464109,0.0897540784075658,0.015404614681184734,0.23514376624891462,0.04832688274746776,23.095033927701813,3.963832117907918,60.50592191193946,12.4352120424508
38,0.0007341873869526072,0.006620645806889801,0.02064341888407509,0.027264064690964894,12.984311391276869,13.377402189008585,0.0013470976661625771,0.0007818958983707447,0.0293049368140952,0.09617041292998486,0.39309080318710116,13.37740219446397,0.3192019470482418,23.355134593261266,30.12038657481798,118.40046951001194,74.55004435742742,76.64486540673873,244.65190269081435,2.79982520779175,3.1575579529896876e-08,0.0,0.007599297604412188,0.007599297604412188,0.0007341558113730772,0.019664767086552706,46.578675534433664,0.08940387270578491,0.015372761602090584,0.23998732821089153,0.0483268406683341,22.743822033208687,3.910740591601565,61.05137191333976,12.294065461849986
39,0.000733339107524815,0.006743954742187388,0.02089912478672662,0.027643079528914007,13.377402189008585,13.774903894094667,0.0013437624183875781,0.000779960020504702,0.029679868182274773,0.09617031287255162,0.39750171017968483,13.774903899188269,0.31660286693593825,23.583492636649282,30.204624065376965,120.06389721321784,74.66601381125751,76.41650736335072,241.93685312468074,2.8376418636438823,2.1787149875628845e-08,0.0,0.007569660343754981,0.007569660343754981,0.0007333173203749393,0.020073419185159026,48.65934918498706,0.08905508389299831,0.015334700539246479,0.24478513535922308,0.0483267903882169,22.403698301761334,3.8577697017491204,61.58090118620409,12.15763081028544
